Reporting Economy,Year,Product/Sector,Value
United Kingdom,2021,Transport equipment,134664
United Kingdom,2021,Fuels,107684
United Kingdom,2021,Agricultural products,105861
United Kingdom,2021,Automotive products,101020
United Kingdom,2021,Food,93246
United Kingdom,2021,Office and telecom equipment,68871
United Kingdom,2021,Other,179143
United Kingdom,2022,Manufactures,815130
United Kingdom,2022,Machinery and transport equipment,406435
United Kingdom,2022,Fuels and mining products,256321
United Kingdom,2022,Fuels,198437
United Kingdom,2022,Chemicals,165363
United Kingdom,2022,Transport equipment,149052
United Kingdom,2022,Agricultural products,117539
United Kingdom,2022,Automotive products,111754
United Kingdom,2022,Food,105411
United Kingdom,2022,Office and telecom equipment,78060
United Kingdom,2022,Other,198947
United Kingdom,2023,Manufactures,841550
United Kingdom,2023,Machinery and transport equipment,460074
United Kingdom,2023,Transport equipment,185618
United Kingdom,2023,Fuels and mining products,179059
United Kingdom,2023,Chemicals,151117
United Kingdom,2023,Automotive products,138833
United Kingdom,2023,Fuels,134688
United Kingdom,2023,Agricultural products,119406
United Kingdom,2023,Food,108910
United Kingdom,2023,Office and telecom equipment,73434
United Kingdom,2023,Other,182387
United Kingdom,2024,Manufactures,504384
United Kingdom,2024,Chemicals,144171
United Kingdom,2024,Automotive products,136738
United Kingdom,2024,Fuels and mining products,103588
United Kingdom,2024,Agricultural products,92744
United Kingdom,2024,Food,83608
United Kingdom,2024,Clothing,20804
United Kingdom,2024,Textiles,6887
United States of America,2018,Manufactures,3069542
United States of America,2018,Machinery and transport equipment,1644067
United States of America,2018,Transport equipment,543957
United States of America,2018,Fuels and mining products,538607
United States of America,2018,Office and telecom equipment,514023
United States of America,2018,Chemicals,484911
United States of America,2018,Automotive products,450312
United States of America,2018,Fuels,434031
United States of America,2018,Agricultural products,351268
United States of America,2018,Food,294548
United States of America,2018,Other,887866
United States of America,2019,Manufactures,3033400
United States of America,2019,Machinery and transport equipment,1623091
United States of America,2019,Transport equipment,553409
United States of America,2019,Fuels and mining products,508793
United States of America,2019,Chemicals,496063
United States of America,2019,Office and telecom equipment,488760
United States of America,2019,Automotive products,456999
United States of America,2019,Fuels,409556
United States of America,2019,Agricultural products,345886
United States of America,2019,Food,294627
United States of America,2019,Other,870027
United States of America,2020,Manufactures,2809533
United States of America,2020,Machinery and transport equipment,1469819
United States of America,2020,Chemicals,495050
United States of America,2020,Office and telecom equipment,491358
United States of America,2020,Transport equipment,450071
United States of America,2020,Fuels and mining products,387061
United States of America,2020,Automotive products,370457
United States of America,2020,Agricultural products,356555
United States of America,2020,Food,306887
United States of America,2020,Fuels,284905
United States of America,2020,Other,869322
United States of America,2021,Manufactures,3338692
United States of America,2021,Machinery and transport equipment,1704625
United States of America,2021,Fuels and mining products,612923
United States of America,2021,Chemicals,599006
United States of America,2021,Office and telecom equipment,573297
United States of America,2021,Transport equipment,500433
United States of America,2021,Fuels,463372
United States of America,2021,Agricultural products,429434
United States of America,2021,Automotive products,411529
United States of America,2021,Food,364314
United States of America,2021,Other,1033341
United States of America,2022,Manufactures,3766691
United States of America,2022,Machinery and transport equipment,1908817
United States of America,2022,Fuels and mining products,852237
United States of America,2022,Fuels,701044
United States of America,2022,Chemicals,689210
United States of America,2022,Office and telecom equipment,614821
United States of America,2022,Transport equipment,565757
United States of America,2022,Agricultural products,481917
United States of America,2022,Automotive products,465115
United States of America,2022,Food,409090
United States of America,2022,Other,1123904
United States of America,2023,Manufactures,3669966
United States of America,2023,Machinery and transport equipment,1961707
United States of America,2023,Fuels and mining products,716965
United States of America,2023,Chemicals,668629
United States of America,2023,Transport equipment,641986
United States of America,2023,Fuels,589622
United States of America,2023,Office and telecom equipment,564645
United States of America,2023,Automotive products,538620
United States of America,2023,Agricultural products,439421
United States of America,2023,Food,382624
United States of America,2023,Other,1046094
United States of America,2024,Manufactures,3872948
United States of America,2024,Chemicals,717542
United States of America,2024,Fuels and mining products,696618
United States of America,2024,Office and telecom equipment,662615
United States of America,2024,Automotive products,545154
United States of America,2024,Agricultural products,459742
